"U:0","U:1","U:2","p","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.0011961,0.066966,0,-0.017927,1,0,0,0.5,0.05
0.0013402,0.07208,0,-0.017926,1,0.001,0.001,0.5,0.05
0.0014844,0.077195,0,-0.017926,1,0.002,0.002,0.5,0.05
0.0016285,0.082309,0,-0.017925,1,0.003,0.003,0.5,0.05
0.0017727,0.087423,0,-0.017925,1,0.004,0.004,0.5,0.05
0.0019168,0.092538,0,-0.017924,1,0.005,0.005,0.5,0.05
0.0020609,0.097652,0,-0.017923,1,0.006,0.006,0.5,0.05
0.0022051,0.10277,0,-0.017923,1,0.007,0.007,0.5,0.05
0.0023492,0.10788,0,-0.017922,1,0.008,0.008,0.5,0.05
0.0024933,0.113,0,-0.017922,1,0.009,0.009,0.5,0.05
0.0026375,0.11811,0,-0.017921,1,0.01,0.01,0.5,0.05
0.0028598,0.12658,0,-0.017937,1,0.011,0.011,0.5,0.05
0.0030822,0.13504,0,-0.017953,1,0.012,0.012,0.5,0.05
0.0033046,0.14351,0,-0.017969,1,0.013,0.013,0.5,0.05
0.0035269,0.15198,0,-0.017985,1,0.014,0.014,0.5,0.05
0.0037493,0.16044,0,-0.018001,1,0.015,0.015,0.5,0.05
0.0039717,0.16891,0,-0.018017,1,0.016,0.016,0.5,0.05
0.004194,0.17737,0,-0.018033,1,0.017,0.017,0.5,0.05
0.0044164,0.18584,0,-0.018049,1,0.018,0.018,0.5,0.05
0.0046388,0.19431,0,-0.018066,1,0.019,0.019,0.5,0.05
0.0048611,0.20277,0,-0.018082,1,0.02,0.02,0.5,0.05
0.0049106,0.20826,0,-0.01813,1,0.021,0.021,0.5,0.05
0.0049601,0.21375,0,-0.018179,1,0.022,0.022,0.5,0.05
0.0050095,0.21923,0,-0.018228,1,0.023,0.023,0.5,0.05
0.005059,0.22472,0,-0.018277,1,0.024,0.024,0.5,0.05
0.0051084,0.23021,0,-0.018326,1,0.025,0.025,0.5,0.05
0.0051579,0.23569,0,-0.018375,1,0.026,0.026,0.5,0.05
0.0052074,0.24118,0,-0.018424,1,0.027,0.027,0.5,0.05
0.0052568,0.24667,0,-0.018473,1,0.028,0.028,0.5,0.05
0.0053063,0.25215,0,-0.018521,1,0.029,0.029,0.5,0.05
0.0053557,0.25764,0,-0.01857,1,0.03,0.03,0.5,0.05
0.0052525,0.26129,0,-0.018651,1,0.031,0.031,0.5,0.05
0.0051492,0.26493,0,-0.018732,1,0.032,0.032,0.5,0.05
0.005046,0.26857,0,-0.018813,1,0.033,0.033,0.5,0.05
0.0049427,0.27222,0,-0.018894,1,0.034,0.034,0.5,0.05
0.0048394,0.27586,0,-0.018975,1,0.035,0.035,0.5,0.05
0.0047362,0.27951,0,-0.019056,1,0.036,0.036,0.5,0.05
0.0046329,0.28315,0,-0.019137,1,0.037,0.037,0.5,0.05
0.0045297,0.2868,0,-0.019218,1,0.038,0.038,0.5,0.05
0.0044264,0.29044,0,-0.019299,1,0.039,0.039,0.5,0.05
0.0043231,0.29408,0,-0.01938,1,0.04,0.04,0.5,0.05
0.0041679,0.29676,0,-0.019494,1,0.041,0.041,0.5,0.05
0.0040128,0.29944,0,-0.019608,1,0.042,0.042,0.5,0.05
0.0038576,0.30212,0,-0.019722,1,0.043,0.043,0.5,0.05
0.0037024,0.3048,0,-0.019836,1,0.044,0.044,0.5,0.05
0.0035472,0.30748,0,-0.01995,1,0.045,0.045,0.5,0.05
0.003392,0.31016,0,-0.020064,1,0.046,0.046,0.5,0.05
0.0032368,0.31283,0,-0.020177,1,0.047,0.047,0.5,0.05
0.0030817,0.31551,0,-0.020291,1,0.048,0.048,0.5,0.05
0.0029265,0.31819,0,-0.020405,1,0.049,0.049,0.5,0.05
0.0027713,0.32087,0,-0.020519,1,0.05,0.05,0.5,0.05
0.0026185,0.32293,0,-0.020665,1,0.051,0.051,0.5,0.05
0.0024657,0.32498,0,-0.020812,1,0.052,0.052,0.5,0.05
0.002313,0.32704,0,-0.020958,1,0.053,0.053,0.5,0.05
0.0021602,0.32909,0,-0.021104,1,0.054,0.054,0.5,0.05
0.0020074,0.33115,0,-0.02125,1,0.055,0.055,0.5,0.05
0.0018547,0.33321,0,-0.021396,1,0.056,0.056,0.5,0.05
0.0017019,0.33526,0,-0.021543,1,0.057,0.057,0.5,0.05
0.0015491,0.33732,0,-0.021689,1,0.058,0.058,0.5,0.05
0.0013964,0.33938,0,-0.021835,1,0.059,0.059,0.5,0.05
0.0012436,0.34143,0,-0.021981,1,0.06,0.06,0.5,0.05
0.0011114,0.34291,0,-0.022157,1,0.061,0.061,0.5,0.05
0.00097914,0.34439,0,-0.022333,1,0.062,0.062,0.5,0.05
0.00084691,0.34586,0,-0.022509,1,0.063,0.063,0.5,0.05
0.00071468,0.34734,0,-0.022685,1,0.064,0.064,0.5,0.05
0.00058245,0.34882,0,-0.022861,1,0.065,0.065,0.5,0.05
0.00045021,0.3503,0,-0.023037,1,0.066,0.066,0.5,0.05
0.00031798,0.35177,0,-0.023213,1,0.067,0.067,0.5,0.05
0.00018575,0.35325,0,-0.023389,1,0.068,0.068,0.5,0.05
5.3519e-05,0.35473,0,-0.023565,1,0.069,0.069,0.5,0.05
-7.8713e-05,0.3562,0,-0.02374,1,0.07,0.07,0.5,0.05
-0.0001873,0.35708,0,-0.023941,1,0.071,0.071,0.5,0.05
-0.00029589,0.35795,0,-0.024142,1,0.072,0.072,0.5,0.05
-0.00040447,0.35882,0,-0.024343,1,0.073,0.073,0.5,0.05
-0.00051306,0.35969,0,-0.024544,1,0.074,0.074,0.5,0.05
-0.00062165,0.36056,0,-0.024745,1,0.075,0.075,0.5,0.05
-0.00073023,0.36143,0,-0.024946,1,0.076,0.076,0.5,0.05
-0.00083882,0.3623,0,-0.025147,1,0.077,0.077,0.5,0.05
-0.00094741,0.36317,0,-0.025348,1,0.078,0.078,0.5,0.05
-0.001056,0.36404,0,-0.025548,1,0.079,0.079,0.5,0.05
-0.0011646,0.36491,0,-0.025749,1,0.08,0.08,0.5,0.05
-0.0012515,0.36518,0,-0.025969,1,0.081,0.081,0.5,0.05
-0.0013385,0.36545,0,-0.026188,1,0.082,0.082,0.5,0.05
-0.0014254,0.36571,0,-0.026407,1,0.083,0.083,0.5,0.05
-0.0015124,0.36598,0,-0.026626,1,0.084,0.084,0.5,0.05
-0.0015994,0.36625,0,-0.026846,1,0.085,0.085,0.5,0.05
-0.0016863,0.36651,0,-0.027065,1,0.086,0.086,0.5,0.05
-0.0017733,0.36678,0,-0.027284,1,0.087,0.087,0.5,0.05
-0.0018602,0.36705,0,-0.027504,1,0.088,0.088,0.5,0.05
-0.0019472,0.36731,0,-0.027723,1,0.089,0.089,0.5,0.05
-0.0020341,0.36758,0,-0.027942,1,0.09,0.09,0.5,0.05
-0.0021033,0.3673,0,-0.028172,1,0.091,0.091,0.5,0.05
-0.0021725,0.36701,0,-0.028403,1,0.092,0.092,0.5,0.05
-0.0022416,0.36672,0,-0.028633,1,0.093,0.093,0.5,0.05
-0.0023108,0.36644,0,-0.028863,1,0.094,0.094,0.5,0.05
-0.0023799,0.36615,0,-0.029093,1,0.095,0.095,0.5,0.05
-0.0024491,0.36587,0,-0.029324,1,0.096,0.096,0.5,0.05
-0.0025183,0.36558,0,-0.029554,1,0.097,0.097,0.5,0.05
-0.0025874,0.3653,0,-0.029784,1,0.098,0.098,0.5,0.05
-0.0026566,0.36501,0,-0.030014,1,0.099,0.099,0.5,0.05
-0.0027258,0.36472,0,-0.030245,1,0.1,0.1,0.5,0.05
-0.0027818,0.36398,0,-0.030479,1,0.101,0.101,0.5,0.05
-0.0028379,0.36324,0,-0.030713,1,0.102,0.102,0.5,0.05
-0.002894,0.36249,0,-0.030948,1,0.103,0.103,0.5,0.05
-0.00295,0.36175,0,-0.031182,1,0.104,0.104,0.5,0.05
-0.0030061,0.361,0,-0.031416,1,0.105,0.105,0.5,0.05
-0.0030622,0.36026,0,-0.031651,1,0.106,0.106,0.5,0.05
-0.0031182,0.35952,0,-0.031885,1,0.107,0.107,0.5,0.05
-0.0031743,0.35877,0,-0.032119,1,0.108,0.108,0.5,0.05
-0.0032304,0.35803,0,-0.032353,1,0.109,0.109,0.5,0.05
-0.0032864,0.35728,0,-0.032588,1,0.11,0.11,0.5,0.05
-0.0033339,0.3562,0,-0.03282,1,0.111,0.111,0.5,0.05
-0.0033814,0.35511,0,-0.033052,1,0.112,0.112,0.5,0.05
-0.0034288,0.35403,0,-0.033284,1,0.113,0.113,0.5,0.05
-0.0034763,0.35294,0,-0.033516,1,0.114,0.114,0.5,0.05
-0.0035237,0.35185,0,-0.033748,1,0.115,0.115,0.5,0.05
-0.0035712,0.35077,0,-0.03398,1,0.116,0.116,0.5,0.05
-0.0036187,0.34968,0,-0.034212,1,0.117,0.117,0.5,0.05
-0.0036661,0.3486,0,-0.034444,1,0.118,0.118,0.5,0.05
-0.0037136,0.34751,0,-0.034677,1,0.119,0.119,0.5,0.05
-0.003761,0.34643,0,-0.034909,1,0.12,0.12,0.5,0.05
-0.0038027,0.34512,0,-0.035134,1,0.121,0.121,0.5,0.05
-0.0038444,0.34381,0,-0.035359,1,0.122,0.122,0.5,0.05
-0.003886,0.34251,0,-0.035584,1,0.123,0.123,0.5,0.05
-0.0039277,0.3412,0,-0.035809,1,0.124,0.124,0.5,0.05
-0.0039693,0.33989,0,-0.036034,1,0.125,0.125,0.5,0.05
-0.004011,0.33859,0,-0.036259,1,0.126,0.126,0.5,0.05
-0.0040526,0.33728,0,-0.036485,1,0.127,0.127,0.5,0.05
-0.0040943,0.33598,0,-0.03671,1,0.128,0.128,0.5,0.05
-0.0041359,0.33467,0,-0.036935,1,0.129,0.129,0.5,0.05
-0.0041776,0.33336,0,-0.03716,1,0.13,0.13,0.5,0.05
-0.0042158,0.33195,0,-0.037376,1,0.131,0.131,0.5,0.05
-0.0042541,0.33053,0,-0.037592,1,0.132,0.132,0.5,0.05
-0.0042924,0.32911,0,-0.037807,1,0.133,0.133,0.5,0.05
-0.0043306,0.3277,0,-0.038023,1,0.134,0.134,0.5,0.05
-0.0043689,0.32628,0,-0.038239,1,0.135,0.135,0.5,0.05
-0.0044071,0.32486,0,-0.038455,1,0.136,0.136,0.5,0.05
-0.0044454,0.32344,0,-0.038671,1,0.137,0.137,0.5,0.05
-0.0044836,0.32203,0,-0.038886,1,0.138,0.138,0.5,0.05
-0.0045219,0.32061,0,-0.039102,1,0.139,0.139,0.5,0.05
-0.0045601,0.31919,0,-0.039318,1,0.14,0.14,0.5,0.05
-0.0045976,0.31775,0,-0.039523,1,0.141,0.141,0.5,0.05
-0.0046351,0.31632,0,-0.039728,1,0.142,0.142,0.5,0.05
-0.0046726,0.31488,0,-0.039934,1,0.143,0.143,0.5,0.05
-0.0047101,0.31344,0,-0.040139,1,0.144,0.144,0.5,0.05
-0.0047476,0.312,0,-0.040344,1,0.145,0.145,0.5,0.05
-0.0047851,0.31056,0,-0.040549,1,0.146,0.146,0.5,0.05
-0.0048226,0.30912,0,-0.040754,1,0.147,0.147,0.5,0.05
-0.0048601,0.30768,0,-0.04096,1,0.148,0.148,0.5,0.05
-0.0048976,0.30624,0,-0.041165,1,0.149,0.149,0.5,0.05
-0.0049351,0.3048,0,-0.04137,1,0.15,0.15,0.5,0.05
-0.0049739,0.3034,0,-0.041564,1,0.151,0.151,0.5,0.05
-0.0050127,0.302,0,-0.041759,1,0.152,0.152,0.5,0.05
-0.0050515,0.3006,0,-0.041953,1,0.153,0.153,0.5,0.05
-0.0050904,0.2992,0,-0.042148,1,0.154,0.154,0.5,0.05
-0.0051292,0.29781,0,-0.042342,1,0.155,0.155,0.5,0.05
-0.005168,0.29641,0,-0.042536,1,0.156,0.156,0.5,0.05
-0.0052068,0.29501,0,-0.042731,1,0.157,0.157,0.5,0.05
-0.0052456,0.29361,0,-0.042925,1,0.158,0.158,0.5,0.05
-0.0052845,0.29221,0,-0.04312,1,0.159,0.159,0.5,0.05
-0.0053233,0.29081,0,-0.043314,1,0.16,0.16,0.5,0.05
-0.0053648,0.28949,0,-0.043498,1,0.161,0.161,0.5,0.05
-0.0054063,0.28817,0,-0.043683,1,0.162,0.162,0.5,0.05
-0.0054478,0.28685,0,-0.043867,1,0.163,0.163,0.5,0.05
-0.0054893,0.28553,0,-0.044051,1,0.164,0.164,0.5,0.05
-0.0055308,0.28421,0,-0.044235,1,0.165,0.165,0.5,0.05
-0.0055723,0.28289,0,-0.044419,1,0.166,0.166,0.5,0.05
-0.0056138,0.28157,0,-0.044604,1,0.167,0.167,0.5,0.05
-0.0056553,0.28025,0,-0.044788,1,0.168,0.168,0.5,0.05
-0.0056968,0.27893,0,-0.044972,1,0.169,0.169,0.5,0.05
-0.0057383,0.27761,0,-0.045156,1,0.17,0.17,0.5,0.05
-0.0057834,0.27639,0,-0.045331,1,0.171,0.171,0.5,0.05
-0.0058286,0.27517,0,-0.045506,1,0.172,0.172,0.5,0.05
-0.0058737,0.27395,0,-0.045681,1,0.173,0.173,0.5,0.05
-0.0059189,0.27273,0,-0.045856,1,0.174,0.174,0.5,0.05
-0.005964,0.2715,0,-0.046031,1,0.175,0.175,0.5,0.05
-0.0060092,0.27028,0,-0.046206,1,0.176,0.176,0.5,0.05
-0.0060543,0.26906,0,-0.046381,1,0.177,0.177,0.5,0.05
-0.0060995,0.26784,0,-0.046556,1,0.178,0.178,0.5,0.05
-0.0061446,0.26662,0,-0.046731,1,0.179,0.179,0.5,0.05
-0.0061898,0.26539,0,-0.046906,1,0.18,0.18,0.5,0.05
-0.0062395,0.26427,0,-0.047073,1,0.181,0.181,0.5,0.05
-0.0062892,0.26315,0,-0.04724,1,0.182,0.182,0.5,0.05
-0.006339,0.26203,0,-0.047406,1,0.183,0.183,0.5,0.05
-0.0063887,0.26091,0,-0.047573,1,0.184,0.184,0.5,0.05
-0.0064384,0.25979,0,-0.04774,1,0.185,0.185,0.5,0.05
-0.0064882,0.25867,0,-0.047907,1,0.186,0.186,0.5,0.05
-0.0065379,0.25754,0,-0.048074,1,0.187,0.187,0.5,0.05
-0.0065876,0.25642,0,-0.048241,1,0.188,0.188,0.5,0.05
-0.0066374,0.2553,0,-0.048408,1,0.189,0.189,0.5,0.05
-0.0066871,0.25418,0,-0.048574,1,0.19,0.19,0.5,0.05
-0.0067422,0.25315,0,-0.048734,1,0.191,0.191,0.5,0.05
-0.0067974,0.25213,0,-0.048894,1,0.192,0.192,0.5,0.05
-0.0068525,0.2511,0,-0.049054,1,0.193,0.193,0.5,0.05
-0.0069076,0.25007,0,-0.049214,1,0.194,0.194,0.5,0.05
-0.0069628,0.24905,0,-0.049373,1,0.195,0.195,0.5,0.05
-0.0070179,0.24802,0,-0.049533,1,0.196,0.196,0.5,0.05
-0.007073,0.24699,0,-0.049693,1,0.197,0.197,0.5,0.05
-0.0071282,0.24596,0,-0.049853,1,0.198,0.198,0.5,0.05
-0.0071833,0.24494,0,-0.050013,1,0.199,0.199,0.5,0.05
-0.0072384,0.24391,0,-0.050172,1,0.2,0.2,0.5,0.05
-0.0072996,0.24297,0,-0.050326,1,0.201,0.201,0.5,0.05
-0.0073607,0.24202,0,-0.05048,1,0.202,0.202,0.5,0.05
-0.0074218,0.24108,0,-0.050633,1,0.203,0.203,0.5,0.05
-0.0074829,0.24013,0,-0.050787,1,0.204,0.204,0.5,0.05
-0.007544,0.23919,0,-0.050941,1,0.205,0.205,0.5,0.05
-0.0076052,0.23824,0,-0.051095,1,0.206,0.206,0.5,0.05
-0.0076663,0.2373,0,-0.051248,1,0.207,0.207,0.5,0.05
-0.0077274,0.23635,0,-0.051402,1,0.208,0.208,0.5,0.05
-0.0077885,0.23541,0,-0.051556,1,0.209,0.209,0.5,0.05
-0.0078496,0.23446,0,-0.051709,1,0.21,0.21,0.5,0.05
-0.0079171,0.23359,0,-0.051858,1,0.211,0.211,0.5,0.05
-0.0079845,0.23271,0,-0.052006,1,0.212,0.212,0.5,0.05
-0.008052,0.23183,0,-0.052155,1,0.213,0.213,0.5,0.05
-0.0081194,0.23096,0,-0.052303,1,0.214,0.214,0.5,0.05
-0.0081869,0.23008,0,-0.052451,1,0.215,0.215,0.5,0.05
-0.0082543,0.2292,0,-0.0526,1,0.216,0.216,0.5,0.05
-0.0083217,0.22833,0,-0.052748,1,0.217,0.217,0.5,0.05
-0.0083892,0.22745,0,-0.052897,1,0.218,0.218,0.5,0.05
-0.0084566,0.22657,0,-0.053045,1,0.219,0.219,0.5,0.05
-0.0085241,0.2257,0,-0.053193,1,0.22,0.22,0.5,0.05
-0.0085979,0.22488,0,-0.053337,1,0.221,0.221,0.5,0.05
-0.0086718,0.22405,0,-0.053481,1,0.222,0.222,0.5,0.05
-0.0087457,0.22323,0,-0.053625,1,0.223,0.223,0.5,0.05
-0.0088196,0.22241,0,-0.053768,1,0.224,0.224,0.5,0.05
-0.0088935,0.22159,0,-0.053912,1,0.225,0.225,0.5,0.05
-0.0089674,0.22077,0,-0.054056,1,0.226,0.226,0.5,0.05
-0.0090413,0.21995,0,-0.0542,1,0.227,0.227,0.5,0.05
-0.0091151,0.21912,0,-0.054343,1,0.228,0.228,0.5,0.05
-0.009189,0.2183,0,-0.054487,1,0.229,0.229,0.5,0.05
-0.0092629,0.21748,0,-0.054631,1,0.23,0.23,0.5,0.05
-0.0093432,0.2167,0,-0.05477,1,0.231,0.231,0.5,0.05
-0.0094234,0.21593,0,-0.05491,1,0.232,0.232,0.5,0.05
-0.0095037,0.21515,0,-0.055049,1,0.233,0.233,0.5,0.05
-0.0095839,0.21437,0,-0.055189,1,0.234,0.234,0.5,0.05
-0.0096642,0.21359,0,-0.055328,1,0.235,0.235,0.5,0.05
-0.0097445,0.21281,0,-0.055468,1,0.236,0.236,0.5,0.05
-0.0098247,0.21203,0,-0.055608,1,0.237,0.237,0.5,0.05
-0.009905,0.21126,0,-0.055747,1,0.238,0.238,0.5,0.05
-0.0099852,0.21048,0,-0.055887,1,0.239,0.239,0.5,0.05
-0.010065,0.2097,0,-0.056026,1,0.24,0.24,0.5,0.05
-0.010152,0.20896,0,-0.056162,1,0.241,0.241,0.5,0.05
-0.010238,0.20821,0,-0.056298,1,0.242,0.242,0.5,0.05
-0.010325,0.20747,0,-0.056433,1,0.243,0.243,0.5,0.05
-0.010411,0.20672,0,-0.056569,1,0.244,0.244,0.5,0.05
-0.010498,0.20598,0,-0.056705,1,0.245,0.245,0.5,0.05
-0.010584,0.20523,0,-0.056841,1,0.246,0.246,0.5,0.05
-0.01067,0.20449,0,-0.056976,1,0.247,0.247,0.5,0.05
-0.010757,0.20374,0,-0.057112,1,0.248,0.248,0.5,0.05
-0.010843,0.203,0,-0.057248,1,0.249,0.249,0.5,0.05
-0.01093,0.20225,0,-0.057384,1,0.25,0.25,0.5,0.05
-0.011022,0.20154,0,-0.057516,1,0.251,0.251,0.5,0.05
-0.011114,0.20082,0,-0.057648,1,0.252,0.252,0.5,0.05
-0.011207,0.2001,0,-0.05778,1,0.253,0.253,0.5,0.05
-0.011299,0.19938,0,-0.057912,1,0.254,0.254,0.5,0.05
-0.011391,0.19866,0,-0.058045,1,0.255,0.255,0.5,0.05
-0.011483,0.19794,0,-0.058177,1,0.256,0.256,0.5,0.05
-0.011576,0.19722,0,-0.058309,1,0.257,0.257,0.5,0.05
-0.011668,0.19651,0,-0.058441,1,0.258,0.258,0.5,0.05
-0.01176,0.19579,0,-0.058573,1,0.259,0.259,0.5,0.05
-0.011852,0.19507,0,-0.058706,1,0.26,0.26,0.5,0.05
-0.01195,0.19437,0,-0.058834,1,0.261,0.261,0.5,0.05
-0.012048,0.19367,0,-0.058963,1,0.262,0.262,0.5,0.05
-0.012146,0.19297,0,-0.059092,1,0.263,0.263,0.5,0.05
-0.012243,0.19228,0,-0.059221,1,0.264,0.264,0.5,0.05
-0.012341,0.19158,0,-0.05935,1,0.265,0.265,0.5,0.05
-0.012439,0.19088,0,-0.059478,1,0.266,0.266,0.5,0.05
-0.012536,0.19018,0,-0.059607,1,0.267,0.267,0.5,0.05
-0.012634,0.18948,0,-0.059736,1,0.268,0.268,0.5,0.05
-0.012732,0.18878,0,-0.059865,1,0.269,0.269,0.5,0.05
-0.012829,0.18808,0,-0.059994,1,0.27,0.27,0.5,0.05
-0.012932,0.1874,0,-0.060119,1,0.271,0.271,0.5,0.05
-0.013035,0.18672,0,-0.060245,1,0.272,0.272,0.5,0.05
-0.013137,0.18604,0,-0.060371,1,0.273,0.273,0.5,0.05
-0.01324,0.18535,0,-0.060496,1,0.274,0.274,0.5,0.05
-0.013342,0.18467,0,-0.060622,1,0.275,0.275,0.5,0.05
-0.013445,0.18399,0,-0.060747,1,0.276,0.276,0.5,0.05
-0.013548,0.1833,0,-0.060873,1,0.277,0.277,0.5,0.05
-0.01365,0.18262,0,-0.060999,1,0.278,0.278,0.5,0.05
-0.013753,0.18194,0,-0.061124,1,0.279,0.279,0.5,0.05
-0.013856,0.18125,0,-0.06125,1,0.28,0.28,0.5,0.05
-0.013963,0.18058,0,-0.061372,1,0.281,0.281,0.5,0.05
-0.01407,0.17991,0,-0.061495,1,0.282,0.282,0.5,0.05
-0.014177,0.17924,0,-0.061617,1,0.283,0.283,0.5,0.05
-0.014284,0.17857,0,-0.06174,1,0.284,0.284,0.5,0.05
-0.014391,0.1779,0,-0.061862,1,0.285,0.285,0.5,0.05
-0.014498,0.17722,0,-0.061984,1,0.286,0.286,0.5,0.05
-0.014605,0.17655,0,-0.062107,1,0.287,0.287,0.5,0.05
-0.014712,0.17588,0,-0.062229,1,0.288,0.288,0.5,0.05
-0.014819,0.17521,0,-0.062352,1,0.289,0.289,0.5,0.05
-0.014926,0.17454,0,-0.062474,1,0.29,0.29,0.5,0.05
-0.015037,0.17387,0,-0.062594,1,0.291,0.291,0.5,0.05
-0.015148,0.17321,0,-0.062713,1,0.292,0.292,0.5,0.05
-0.015259,0.17255,0,-0.062832,1,0.293,0.293,0.5,0.05
-0.01537,0.17188,0,-0.062952,1,0.294,0.294,0.5,0.05
-0.01548,0.17122,0,-0.063071,1,0.295,0.295,0.5,0.05
-0.015591,0.17056,0,-0.06319,1,0.296,0.296,0.5,0.05
-0.015702,0.1699,0,-0.06331,1,0.297,0.297,0.5,0.05
-0.015813,0.16923,0,-0.063429,1,0.298,0.298,0.5,0.05
-0.015924,0.16857,0,-0.063549,1,0.299,0.299,0.5,0.05
-0.016035,0.16791,0,-0.063668,1,0.3,0.3,0.5,0.05
-0.016149,0.16725,0,-0.063784,1,0.301,0.301,0.5,0.05
-0.016264,0.16659,0,-0.063901,1,0.302,0.302,0.5,0.05
-0.016378,0.16593,0,-0.064017,1,0.303,0.303,0.5,0.05
-0.016492,0.16528,0,-0.064133,1,0.304,0.304,0.5,0.05
-0.016606,0.16462,0,-0.064249,1,0.305,0.305,0.5,0.05
-0.016721,0.16396,0,-0.064366,1,0.306,0.306,0.5,0.05
-0.016835,0.1633,0,-0.064482,1,0.307,0.307,0.5,0.05
-0.016949,0.16265,0,-0.064598,1,0.308,0.308,0.5,0.05
-0.017064,0.16199,0,-0.064715,1,0.309,0.309,0.5,0.05
-0.017178,0.16133,0,-0.064831,1,0.31,0.31,0.5,0.05
-0.017295,0.16068,0,-0.064944,1,0.311,0.311,0.5,0.05
-0.017412,0.16003,0,-0.065057,1,0.312,0.312,0.5,0.05
-0.017529,0.15937,0,-0.065171,1,0.313,0.313,0.5,0.05
-0.017646,0.15872,0,-0.065284,1,0.314,0.314,0.5,0.05
-0.017763,0.15806,0,-0.065397,1,0.315,0.315,0.5,0.05
-0.01788,0.15741,0,-0.06551,1,0.316,0.316,0.5,0.05
-0.017997,0.15676,0,-0.065623,1,0.317,0.317,0.5,0.05
-0.018114,0.1561,0,-0.065737,1,0.318,0.318,0.5,0.05
-0.018232,0.15545,0,-0.06585,1,0.319,0.319,0.5,0.05
-0.018349,0.1548,0,-0.065963,1,0.32,0.32,0.5,0.05
-0.018468,0.15414,0,-0.066073,1,0.321,0.321,0.5,0.05
-0.018587,0.15349,0,-0.066183,1,0.322,0.322,0.5,0.05
-0.018707,0.15284,0,-0.066293,1,0.323,0.323,0.5,0.05
-0.018826,0.15219,0,-0.066403,1,0.324,0.324,0.5,0.05
-0.018946,0.15153,0,-0.066514,1,0.325,0.325,0.5,0.05
-0.019065,0.15088,0,-0.066624,1,0.326,0.326,0.5,0.05
-0.019185,0.15023,0,-0.066734,1,0.327,0.327,0.5,0.05
-0.019304,0.14958,0,-0.066844,1,0.328,0.328,0.5,0.05
-0.019423,0.14893,0,-0.066954,1,0.329,0.329,0.5,0.05
-0.019543,0.14827,0,-0.067064,1,0.33,0.33,0.5,0.05
-0.019664,0.14762,0,-0.067171,1,0.331,0.331,0.5,0.05
-0.019785,0.14697,0,-0.067278,1,0.332,0.332,0.5,0.05
-0.019907,0.14632,0,-0.067385,1,0.333,0.333,0.5,0.05
